date,review,score
"Jul 11, 2017",Bad film like the rest of the Marvel universe.,0.5
"Jul 9, 2017",The best superhero movie of all time.,5
"Jul 9, 2017","Oh yes, Phase One of the MCU goes out with one of the greatest movies of all time.",5
"Jul 9, 2017","Its great fun - a star studded cast that's clearly having a blast making this movie.

But I do think its a bit overhyped.  You know exactly how the movie will play out before you see it, and I didn't find the exploration of the characters to be as satisfying as I would have liked.",4
"Jul 8, 2017",this is their best? it's still childish comic book nonsense even though i admit i've enjoyed the ironman movies.,2
"Jul 8, 2017",Loved it! Lots of amazing and intense action.,4.5
"Jul 1, 2017",A Marvelous and Outstanding movie.  The Avengers stands to be one of marvels greatest achievements.,5
"Jul 1, 2017",Amazing Chris Evans Chris Hemsworth Mark Ruffalo  Jeremy Renner Scarlett Johansson and Robert Downey Jr. were amazing,5
"Jul 1, 2017","For Marvel, it is probably its best effort in superhero films, if you like what family-oriented, standardized blockbuster's are all about.",3.5
"Jun 30, 2017",I didn't think the Avengers movies can get any worse than the first one but it succeeded in that! Whoever writes these movies needs to pick up a freaking comic book and read it! All it is is special effects and with bad writing with bad acting! Hollywood you need to stop making bad comic book movies and start making some decent ones therefore I give this movie a F!,0.5
"Jun 25, 2017","9.5/10  Ambitious, well acted, and exciting, The Avengers is a breakthrough in blockbuster filmmaking.",5
"Jun 24, 2017","It's funny, thoughtful, but also colorfully chaotic, The Avengers is that perfect super-sized team-up feature that benefits from years of build-up.",4.5
"Jun 17, 2017",The Avengers lives up to its hype and raises the bar for Marvel at the movies.,4.5
"Jun 14, 2017",LOVED THE MOVIE.Good job marvel,5
"Jun 11, 2017","Seeing all these characters come together for the first time is great and the cast works really well together. Loki and the villain was great as well. I had a lot of fun watching this film. It is one of the best superhero films.

9.2/10",4.5
"Jun 7, 2017",This movie lived up to the hype!,4
"May 31, 2017","This film definitely lives up to the hype. The writing shows improvement since previous Marvel Studios films, making the dialogue purposeful and the one-liners are actually funny and not overly cheesy. The choreography in the fight scenes is perfect, with characters using moves that are unique to them and their powers. The CGI and visual effects are incredible, speaking of which, the Hulk's character model is improved as well, making him more realistic looking and actually resembling Mark Ruffalo, who is a welcomed actor replacement as the character of Bruce Banner. Thor and Captain America seem to fit better as side characters in this film, and the interactions between them and Iron Man are full of chemistry. Robert Downey Jr. is on point as usual. Black Widow's character is improved, with Scarlett Johansson showing some emotional depth. Tom Hiddleston shines as Loki, delivering a theatrical performance that comes off cunning and sinister. This film raised the bar for what Marvel Studios is capable of.",4.5
"May 31, 2017","In The Avengers, Marvel pulls off what no-one thought they could: They assembled the Avengers on the big screen. All five movies lead-up movies culminate in this ground-breaking film that actually works on nearly every level, and leaves you wanting more.",4.5
"May 30, 2017",The Avengers is an almost perfect film that gives every single character their time to shine. A,4.5
"May 28, 2017",Peccato per mia madre che mi ha chiamato sul finale!!!! Che fine ha fatto Loki???,1
"May 27, 2017",One of the best movies I've ever seen. I can't say more,5
"May 24, 2017","The Avengers is an amazing movie that has almost everything. It has action, good acting, good cinematography, and good wit. Overall, it is a definite recommendation of mine.",5
"May 23, 2017","'The Avengers' was directed by Joss Whedon and stars Roberty Downey Jr, Chris Evans and Tom Hiddlesticks(Hiddleston if it actually bothers you). It's the end result of 5 previous movies, combined into one awesome spectacular entry to the Marvel Cinematic Universe. When a charming, likable British villain tries to attack Earth with his giant disposable CGI space army forcing some mentor like figure to form a super team, consisting of the protagonists from 5 completely separate movies rolled into one. And thus we have a Cinematic Universe. Thanks Feige. Your brilliance had doomed us all.

The Avengers is one of the most likable, enjoyable, fun action/superhero movies that's ever been released and redefined a genre. Without this movie, all the cinematic universes we have today wouldn't exist(the debate on whether that's good or not is still open) and a superhero movie on this scale would have been attempted. Don't watch this movie expecting 'The Dark Knight' or 'X-Men' because this movie centres fun as its #1 goal and excels at it. All the cast is likable, the action is fun and it is overall just a great, big fun way to spend 2 hours of you life.

As much as I praise this movie, it does have some flaws. The main flaw is the dull, generic and cliché ridden story which is just really poorly written. It follows the tropes way too closely and began the trend to have NO stakes in Marvel movies. I will also say the 'ending' should have had more of an impact and felt more important than it was so I would definitely say it should have been handled better. The end credits sequences are gold, though.

Robert Downey Jr is excellent as Iron Man and is easily the best part of the MCU. On the flip side of this, I will say that I was very disappointed in Chris Evan's Captain America and I think his blatant lack of emotion and all times is unsettling and boring to watch. I understand the need of a straight man to keep the group in check but he was more like a robot than a human. Hiddlesticks was phenomenal as Loki and remains as easily the best MCU villain. He's smart, he's charming and, most importantly, he's British. That must be a requirement on entry to the 'Super villain Squad' because every villain in the universe is British(or at least the good ones are). Scarlett Johanson was good as Black Widow and you can see genuine emotion between her and Hawkeye. She may not be a critical member of the team but she's a female and yay for diversity. Mark Ruffallo was great as Bruce Banner and I adore how he refers to his alter ego as 'the other guy'. Jeremy Renner was fine as Hawkeye and remains the most useful Avenger with his SICK Archery Skills. Seriously though, he doesn't need to exist. Chris Hemsworth was good as Thor but not particularly memorable. Samuel Jackson is great as Nick Fury and a 15 rated movie of him would be comedy gold.

The cinematography for this movie is great and I adore the tracking shots Whedon uses in the action and I think it benefits the action so much. Whedon CAN do action supremely well. The effects are amazing and are a delight to look at. The costume design was great and the set design was also really good.

This movie needed to provide some fun action sequences, be funny and bring one of the most iconic superhero teams to the big screen without getting crucified by die hard Marvel fans. I can speak for two of them factors and say it achieved them. As for the third one, I can't comment but I will assume they were happy.

In conclusion, this is undoubtedly one of the best comic book movies of all time and is just great fun to watch. If you haven't seen this movie, I highly recommend you do because it is pure, adrenaline filled enjoyment.

9/10",4.5
